symbol,entrada,invertido,valor,ret_%,estado
IDCC,2025-05-05,100.0,154.91914797161334,54.91914797161335,trailing 15% 2025-11-18
AGX,2025-11-24,100.0,83.36002213209622,-16.639977867903777,trailing 15% 2025-12-05
AXIA,2025-11-03,100.0,85.22641767496168,-14.773582325038316,trailing 15% 2025-12-22
WGS,2025-11-10,100.0,97.58750756432796,-2.412492435672031,trailing 15% 2025-12-16
PTGX,2025-11-17,100.0,94.11113225930777,-5.8888677406922385,trailing 15% 2026-01-08
SBS,2025-05-19,100.0,106.76655283691154,6.7665528369115435,trailing 15% 2026-01-16
CGAU,2025-11-03,100.0,136.95458205814148,36.95458205814148,trailing 15% 2026-01-30
KGC,2025-11-10,100.0,119.68298386885614,19.68298386885614,trailing 15% 2026-01-30
NEM,2025-12-15,100.0,108.27711078249324,8.277110782493246,trailing 15% 2026-02-05
ARWR,2025-12-01,100.0,106.7703123825149,6.770312382514909,trailing 15% 2026-02-11
LTM,2026-01-05,100.0,101.68202154003087,1.6820215400308758,trailing 15% 2026-02-19
BVN,2025-12-15,100.0,135.12574459591897,35.125744595918974,trailing 15% 2026-03-06
AU,2026-02-23,100.0,90.6013270367239,-9.3986729632761,trailing 15% 2026-03-05
VICR,2026-02-23,100.0,96.53463314768771,-3.4653668523122905,trailing 15% 2026-03-06
KRYS,2025-12-08,100.0,106.73117134504986,6.731171345049858,trailing 15% 2026-03-13
CGAU,2026-02-02,100.0,107.19824096675183,7.198240966751834,trailing 15% 2026-03-13
B,2026-02-09,100.0,93.98053286193989,-6.019467138060108,trailing 15% 2026-03-13
IAG,2026-02-23,100.0,89.49398939120448,-10.506010608795524,trailing 15% 2026-03-13
AEM,2026-02-23,100.0,88.80259429922053,-11.197405700779473,trailing 15% 2026-03-13
PAAS,2026-02-23,100.0,88.67191009481584,-11.328089905184157,trailing 15% 2026-03-13
VICR,2026-03-16,100.0,87.64722085805062,-12.352779141949387,trailing 15% 2026-03-20
COR,2024-02-05,100.0,126.9685725832228,26.968572583222805,trailing 15% 2026-03-27
WWD,2025-07-14,100.0,138.42587392573816,38.42587392573815,trailing 15% 2026-03-30
AEIS,2026-02-17,100.0,97.94730441326566,-2.0526955867343433,trailing 15% 2026-03-30
VRT,2026-03-16,100.0,88.05460653221414,-11.945393467785859,trailing 15% 2026-03-30
CF,2026-03-30,100.0,79.86903940861455,-20.13096059138545,trailing 15% 2026-04-17
FIVE,2026-03-23,100.0,88.7023012930824,-11.297698706917602,trailing 15% 2026-05-11
POWL,2026-03-30,100.0,157.586191564701,57.58619156470102,trailing 15% 2026-05-18
VICR,2026-04-20,100.0,111.97862622907955,11.978626229079548,trailing 15% 2026-05-18
